Tenure in Months,Offer,Monthly Charge,Total Charges,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Contract,Paperless Billing,Customer Status,Churn Category
4,Offer E,44.8,169.65,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
61,Offer B,25.0,1498.35,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
10,Offer B,70.0,740.0,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
39,Offer B,47.85,1886.4,Yes,Yes,No,No,No,One Year,Yes,Stayed,Competitor
31,Offer B,19.55,658.95,No,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
2,Offer E,35.1,68.75,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
31,Offer B,79.3,2484.0,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
4,Offer E,44.55,174.3,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
33,Offer B,90.65,2989.6,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
4,Offer B,20.4,84.75,No,No,No,No,No,One Year,Yes,Stayed,Competitor
32,Offer B,73.6,2316.85,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
72,Offer A,110.8,7882.25,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
11,Offer B,70.2,760.05,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
23,Offer B,86.8,1975.85,Yes,No,No,No,No,One Year,No,Stayed,Competitor
6,Offer E,98.15,567.45,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Churned,Attitude
1,Offer B,69.55,69.55,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
15,Offer B,95.7,1451.1,Yes,No,Yes,No,Yes,Month-to-Month,No,Stayed,Competitor
72,Offer B,25.75,1864.2,No,No,No,No,No,Two Year,No,Stayed,Competitor
35,Offer B,24.3,821.6,No,No,No,No,No,Two Year,No,Stayed,Competitor
50,Offer B,54.9,2614.1,Yes,No,No,Yes,No,One Year,No,Stayed,Competitor
1,Offer E,79.5,79.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
2,Offer B,75.45,158.4,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
41,Offer B,78.45,3126.45,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
33,Offer C,54.6,1803.7,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
38,Offer C,99.25,3777.15,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
60,Offer B,104.35,6339.45,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
25,Offer B,55.1,1466.1,Yes,No,No,No,Yes,One Year,Yes,Stayed,Competitor
10,Offer E,20.0,200.0,No,No,No,No,No,Two Year,No,Stayed,Competitor
70,Offer A,101.0,7085.5,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
60,Offer B,109.45,6572.85,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
34,Offer B,64.2,2106.3,Yes,No,No,Yes,Yes,One Year,No,Stayed,Competitor
27,Offer C,76.1,2093.4,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
60,Offer B,20.6,1093.0,No,No,No,No,No,Two Year,No,Stayed,Competitor
17,Offer B,76.45,1233.4,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
71,Offer A,93.7,6585.35,Yes,No,No,No,No,Two Year,Yes,Churned,Competitor
56,Offer B,103.2,5873.75,Yes,No,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
61,Offer B,94.1,5638.3,Yes,No,Yes,No,Yes,Two Year,Yes,Churned,Competitor
15,Offer B,30.2,469.65,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
70,Offer A,64.55,4504.9,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
1,Offer E,24.7,24.7,Yes,No,No,No,No,Month-to-Month,No,Joined,Competitor
42,Offer B,63.7,2763.35,Yes,Yes,No,No,Yes,One Year,No,Stayed,Competitor
1,Offer B,19.95,19.95,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
2,Offer E,84.05,186.05,Yes,No,No,No,No,Two Year,Yes,Joined,Competitor
72,Offer A,20.7,1492.1,No,No,No,No,No,Two Year,No,Stayed,Competitor
52,Offer B,75.4,3865.45,Yes,Yes,Yes,No,No,One Year,Yes,Stayed,Competitor
57,Offer B,53.45,3053.0,Yes,Yes,Yes,No,No,One Year,No,Stayed,Competitor
7,Offer E,19.5,128.6,No,No,No,No,No,One Year,No,Stayed,Competitor
47,Offer B,94.8,4535.85,Yes,Yes,Yes,No,No,One Year,No,Stayed,Competitor
65,Offer B,105.05,6744.25,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
72,Offer B,23.3,1623.15,No,No,No,No,No,One Year,Yes,Stayed,Competitor
68,Offer B,24.15,1498.85,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
1,Offer B,24.05,24.05,No,No,No,No,No,Month-to-Month,Yes,Churned,Price
4,Offer B,70.2,237.95,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
37,Offer B,99.5,3762.0,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
72,Offer B,21.15,1419.4,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
48,Offer B,91.05,4370.75,Yes,No,No,Yes,No,Two Year,Yes,Stayed,Competitor
7,Offer E,69.0,506.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
1,Offer B,19.55,19.55,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
35,Offer B,73.45,2661.1,Yes,No,No,No,Yes,One Year,Yes,Stayed,Competitor
44,Offer B,100.1,4378.35,Yes,No,No,Yes,Yes,Two Year,No,Stayed,Competitor
37,Offer B,45.4,1593.1,Yes,Yes,No,No,Yes,Two Year,No,Stayed,Competitor
65,Offer B,61.35,3874.1,Yes,Yes,Yes,Yes,No,One Year,No,Stayed,Competitor
59,Offer B,65.5,3801.3,Yes,Yes,Yes,No,Yes,One Year,No,Stayed,Competitor
22,Offer B,50.6,1073.3,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,70.45,70.45,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Joined,Competitor
54,Offer B,30.4,1621.35,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
44,Offer B,111.5,4915.15,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
6,Offer E,20.1,100.35,No,No,No,No,No,Two Year,No,Stayed,Competitor
50,Offer B,19.75,989.05,No,No,No,No,No,One Year,No,Stayed,Competitor
13,Offer D,19.3,259.65,No,No,No,No,No,One Year,No,Stayed,Competitor
3,Offer B,24.75,66.95,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
1,Offer B,20.35,20.35,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
27,Offer C,19.7,509.3,No,No,No,No,No,Two Year,No,Stayed,Competitor
71,Offer B,109.3,7782.85,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
14,Offer D,44.6,641.25,Yes,No,No,No,No,One Year,No,Stayed,Competitor
31,Offer C,101.4,3143.65,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
20,Offer D,96.55,1901.65,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
12,Offer D,43.8,540.95,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
40,Offer B,40.25,1564.05,Yes,Yes,Yes,No,Yes,One Year,No,Stayed,Competitor
6,Offer E,30.5,208.7,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
72,Offer B,19.8,1414.65,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
1,Offer B,49.0,49.0,Yes,No,No,No,Yes,Month-to-Month,No,Joined,Competitor
4,Offer B,70.05,266.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
1,Offer B,77.15,77.15,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
64,Offer B,76.1,4818.8,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
12,Offer D,100.15,1164.3,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Price
4,Offer E,81.0,340.85,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
71,Offer B,107.5,7713.55,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
64,Offer B,19.55,1240.15,No,No,No,No,No,Two Year,No,Stayed,Competitor
33,Offer B,72.75,2447.45,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,70.15,70.15,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
3,Offer B,20.85,72.0,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
70,Offer B,101.75,7069.3,Yes,No,No,Yes,No,One Year,Yes,Stayed,Competitor
51,Offer B,49.65,2553.35,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
4,Offer E,50.9,225.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
67,Offer B,19.4,1284.2,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
68,Offer B,111.75,7511.3,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
62,Offer B,23.65,1416.75,No,No,No,No,No,Two Year,No,Stayed,Competitor
66,Offer B,100.05,6871.9,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Price
53,Offer B,60.05,3229.65,Yes,Yes,No,No,Yes,One Year,Yes,Churned,Other
1,Offer E,69.6,69.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
4,Offer B,48.55,201.0,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Price
64,Offer B,84.3,5289.05,Yes,Yes,Yes,No,No,One Year,Yes,Stayed,Competitor
3,Offer B,46.1,130.15,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
71,Offer A,56.45,3985.35,Yes,Yes,Yes,No,No,One Year,Yes,Stayed,Competitor
2,Offer E,19.65,38.8,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
27,Offer B,79.5,2180.55,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Price
9,Offer E,85.05,746.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
36,Offer C,20.25,717.95,No,No,No,No,No,Two Year,No,Stayed,Competitor
7,Offer E,94.25,669.0,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
65,Offer B,76.15,4929.55,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
33,Offer B,19.45,600.25,No,No,No,No,No,One Year,Yes,Stayed,Competitor
54,Offer B,108.0,5760.65,Yes,Yes,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
1,Offer B,19.9,19.9,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
15,Offer D,74.45,1145.7,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
4,Offer B,100.2,420.2,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
26,Offer C,84.95,2169.75,Yes,No,Yes,No,No,Month-to-Month,No,Churned,Price
10,Offer B,88.85,929.45,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
67,Offer A,111.3,7482.1,Yes,Yes,Yes,Yes,No,One Year,Yes,Churned,Attitude
10,Offer D,95.35,898.35,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
60,Offer B,76.95,4543.95,Yes,No,Yes,No,Yes,Two Year,No,Stayed,Competitor
65,Offer B,24.8,1600.95,No,No,No,No,No,One Year,No,Stayed,Competitor
72,Offer A,104.9,7559.55,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
26,Offer C,98.1,2510.7,Yes,No,No,Yes,No,Two Year,Yes,Stayed,Competitor
8,Offer E,19.75,145.0,No,No,No,No,No,One Year,Yes,Churned,Price
1,Offer B,20.45,20.45,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
48,Offer B,100.05,4834.0,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
41,Offer B,81.3,3190.65,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,25.15,25.15,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
6,Offer B,91.1,455.3,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
1,Offer B,44.75,44.75,Yes,No,No,No,No,Month-to-Month,No,Joined,Competitor
37,Offer C,88.8,3340.55,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
56,Offer B,110.5,6139.5,Yes,Yes,Yes,Yes,No,One Year,No,Stayed,Competitor
7,Offer E,19.9,173.15,No,No,No,No,No,One Year,No,Stayed,Competitor
4,Offer B,80.3,324.2,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
71,Offer A,99.65,6951.15,Yes,No,Yes,No,No,Two Year,Yes,Stayed,Competitor
58,Offer B,98.9,5780.7,Yes,No,Yes,No,No,Two Year,Yes,Stayed,Competitor
53,Offer B,19.65,978.0,No,No,No,No,No,Two Year,No,Stayed,Competitor
31,Offer C,89.45,2807.65,Yes,Yes,No,No,No,Two Year,No,Stayed,Competitor
1,Offer B,20.3,20.3,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
6,Offer B,55.7,335.65,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
49,Offer B,66.15,3199.0,Yes,No,No,No,Yes,Two Year,Yes,Stayed,Competitor
8,Offer B,58.2,469.25,Yes,Yes,Yes,No,Yes,One Year,No,Stayed,Competitor
22,Offer B,20.05,417.0,No,No,No,No,No,One Year,Yes,Stayed,Competitor
29,Offer B,84.45,2467.1,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
61,Offer B,33.6,2117.2,Yes,Yes,No,Yes,No,Month-to-Month,No,Stayed,Competitor
30,Offer B,91.7,2758.15,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Churned,Competitor
25,Offer B,89.1,2368.4,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
9,Offer E,79.55,718.55,Yes,No,No,No,No,Two Year,Yes,Stayed,Competitor
5,Offer B,20.55,99.45,No,No,No,No,No,One Year,No,Stayed,Competitor
9,Offer E,85.35,758.6,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
65,Offer B,108.05,7118.9,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
29,Offer C,101.45,2948.6,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
1,Offer B,-8.0,25.75,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
12,Offer D,79.55,958.25,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
55,Offer B,100.9,5448.6,Yes,Yes,No,No,No,One Year,No,Stayed,Competitor
11,Offer B,73.85,926.25,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Other
68,Offer A,25.05,1629.2,No,No,No,No,No,Two Year,No,Stayed,Competitor
34,Offer B,105.35,3540.65,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,20.75,20.75,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
36,Offer B,53.65,1939.35,Yes,Yes,Yes,No,No,One Year,No,Stayed,Competitor
15,Offer B,25.2,387.9,No,No,No,No,No,Two Year,No,Stayed,Competitor
10,Offer B,51.65,524.5,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
3,Offer B,71.1,213.35,Yes,Yes,Yes,No,Yes,Two Year,No,Joined,Competitor
1,Offer E,25.7,25.7,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
43,Offer B,86.1,3551.65,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
8,Offer E,20.05,163.6,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
4,Offer E,46.0,181.6,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
71,Offer A,19.6,1387.45,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
17,Offer B,93.85,1625.65,Yes,Yes,No,No,No,Month-to-Month,No,Churned,Price
6,Offer E,48.95,273.25,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
2,Offer E,94.0,181.7,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
1,Offer E,49.55,49.55,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
64,Offer B,105.65,6903.1,Yes,No,Yes,No,Yes,One Year,Yes,Churned,Other
39,Offer B,54.85,2191.7,Yes,No,No,Yes,Yes,One Year,No,Stayed,Competitor
46,Offer B,56.9,2560.1,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
1,Offer E,90.75,90.75,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
72,Offer A,84.2,5986.55,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
33,Offer B,19.8,641.35,No,No,No,No,No,Two Year,No,Stayed,Competitor
32,Offer B,109.55,3608.0,Yes,Yes,No,Yes,Yes,One Year,Yes,Stayed,Competitor
5,Offer B,20.5,104.3,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
2,Offer B,45.25,85.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
2,Offer E,80.55,184.1,Yes,No,No,No,No,Month-to-Month,No,Churned,Attitude
17,Offer D,82.65,1470.05,Yes,No,No,Yes,No,One Year,Yes,Stayed,Competitor
5,Offer B,20.35,122.0,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
10,Offer D,24.0,226.55,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,50.15,50.15,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
41,Offer B,56.3,2364.0,Yes,No,Yes,No,No,One Year,Yes,Stayed,Competitor
63,Offer B,99.9,6137.0,Yes,No,Yes,No,No,One Year,No,Churned,Price
22,Offer B,20.15,419.9,No,No,No,No,No,One Year,No,Stayed,Competitor
47,Offer B,103.7,4730.6,Yes,Yes,No,Yes,Yes,One Year,Yes,Stayed,Competitor
65,Offer B,74.2,4805.65,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
8,Offer E,-8.0,908.55,Yes,No,No,No,Yes,Two Year,Yes,Stayed,Competitor
10,Offer D,95.2,930.4,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
9,Offer B,77.65,714.15,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
35,Offer C,89.2,3251.3,Yes,Yes,No,No,Yes,One Year,Yes,Stayed,Competitor
2,Offer B,74.7,165.4,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
8,Offer B,43.35,371.4,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
24,Offer C,29.1,688.0,Yes,No,No,Yes,No,Month-to-Month,No,Stayed,Competitor
36,Offer B,53.1,1901.25,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
67,Offer A,111.3,7567.2,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
15,Offer B,83.05,1258.3,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Competitor
10,Offer B,61.9,619.0,Yes,Yes,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
1,Offer B,78.05,78.05,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
24,Offer B,39.1,971.3,Yes,Yes,No,No,No,Month-to-Month,No,Churned,Competitor
21,Offer B,36.0,780.15,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
11,Offer D,58.95,601.6,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
50,Offer B,104.95,5222.35,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
13,Offer D,19.45,270.2,No,No,No,No,No,One Year,No,Stayed,Competitor
64,Offer B,110.3,6997.3,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
3,Offer E,80.35,253.8,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
71,Offer B,85.45,6028.95,Yes,Yes,Yes,No,No,One Year,Yes,Stayed,Competitor
9,Offer E,20.15,238.15,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer B,83.4,83.4,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Joined,Competitor
3,Offer B,20.5,76.95,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
53,Offer B,60.45,3184.25,Yes,No,Yes,Yes,Yes,One Year,Yes,Churned,Price
46,Offer B,19.95,927.1,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
63,Offer B,80.3,4896.35,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Stayed,Competitor
71,Offer A,108.55,7616.0,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
5,Offer E,69.35,341.6,Yes,No,No,No,No,One Year,Yes,Stayed,Competitor
65,Offer B,25.3,1748.55,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
42,Offer B,100.3,4222.95,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
3,Offer B,74.75,238.1,Yes,No,No,Yes,No,Month-to-Month,Yes,Joined,Competitor
24,Offer B,54.95,1348.5,Yes,Yes,No,No,Yes,Month-to-Month,No,Stayed,Competitor
66,Offer B,20.55,1357.1,No,No,No,No,No,Two Year,No,Stayed,Competitor
25,Offer C,19.8,475.2,No,No,No,No,No,Two Year,No,Stayed,Competitor
56,Offer B,99.75,5608.4,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
52,Offer B,105.1,5376.4,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
23,Offer B,25.1,611.45,No,No,No,No,No,Two Year,No,Stayed,Competitor
25,Offer B,26.8,733.55,No,No,No,No,No,One Year,Yes,Stayed,Competitor
32,Offer B,101.35,3334.9,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
16,Offer B,50.15,762.25,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Competitor
23,Offer B,88.45,2130.55,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
26,Offer C,54.55,1362.85,Yes,Yes,No,No,Yes,One Year,No,Stayed,Competitor
49,Offer B,20.05,923.1,No,No,No,No,No,One Year,Yes,Stayed,Competitor
1,Offer B,20.05,20.05,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
5,Offer B,70.25,331.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
50,Offer B,19.4,1023.95,No,No,No,No,No,Two Year,No,Stayed,Competitor
13,Offer D,45.55,597.0,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Churned,Dissatisfaction
28,Offer C,19.9,543.0,No,No,No,No,No,One Year,No,Stayed,Competitor
49,Offer B,19.45,921.3,No,No,No,No,No,One Year,No,Stayed,Competitor
18,Offer B,95.05,1679.4,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,71.45,5025.85,Yes,Yes,No,Yes,No,Two Year,Yes,Stayed,Competitor
37,Offer B,95.25,3314.15,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
7,Offer E,29.8,220.45,Yes,Yes,No,No,No,One Year,No,Stayed,Competitor
45,Offer B,81.4,3775.85,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
19,Offer B,45.0,865.85,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
29,Offer B,19.8,572.2,No,No,No,No,No,One Year,Yes,Stayed,Competitor
61,Offer B,103.9,6449.15,Yes,No,Yes,Yes,Yes,One Year,No,Stayed,Competitor
4,Offer E,-8.0,199.75,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
38,Offer C,103.65,3988.5,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
2,Offer E,19.9,57.4,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
1,Offer B,45.05,45.05,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
15,Offer D,45.9,693.45,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
71,Offer A,108.05,7532.15,Yes,Yes,No,Yes,Yes,Two Year,Yes,Churned,Competitor
52,Offer B,84.1,4348.65,Yes,Yes,No,No,No,Month-to-Month,No,Churned,Competitor
2,Offer E,20.65,38.7,No,No,No,No,No,Month-to-Month,No,Churned,Attitude
24,Offer C,93.15,2231.05,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
43,Offer B,75.35,3161.4,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
2,Offer E,46.05,80.35,Yes,No,No,No,No,Month-to-Month,No,Churned,Attitude
24,Offer C,49.7,1218.25,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
41,Offer B,99.8,4259.3,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Dissatisfaction
14,Offer B,87.25,1258.6,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
64,Offer B,68.3,4378.8,Yes,No,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
72,Offer A,19.4,1363.25,No,No,No,No,No,Two Year,No,Stayed,Competitor
27,Offer B,56.15,1439.35,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
35,Offer B,73.0,2471.25,Yes,No,No,Yes,Yes,One Year,Yes,Stayed,Competitor
1,Offer B,59.55,59.55,Yes,No,No,No,Yes,Month-to-Month,Yes,Joined,Competitor
1,Offer E,68.65,68.65,Yes,No,No,No,No,Month-to-Month,No,Churned,Price
43,Offer B,89.55,3856.75,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
53,Offer B,95.85,5016.25,Yes,No,No,No,No,One Year,Yes,Stayed,Competitor
17,Offer B,55.85,937.5,Yes,No,No,Yes,No,One Year,Yes,Churned,Price
20,Offer D,85.8,1727.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Price
6,Offer B,19.15,124.4,No,No,No,No,No,One Year,No,Stayed,Competitor
1,Offer B,24.7,24.7,Yes,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
61,Offer B,89.65,5308.7,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
4,Offer B,89.2,346.2,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
1,Offer B,19.55,19.55,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
1,Offer B,80.5,80.5,Yes,No,No,No,No,Month-to-Month,No,Churned,Dissatisfaction
68,Offer A,83.65,5733.4,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
1,Offer E,79.25,79.25,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
2,Offer B,80.6,155.8,Yes,No,No,Yes,No,Month-to-Month,No,Churned,Competitor
45,Offer B,89.3,4016.85,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
40,Offer B,84.85,3303.05,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Competitor
34,Offer B,105.1,3634.8,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
13,Offer B,85.95,1215.65,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,20.25,20.25,No,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
